puesto_trabajo,nombre_empresa,pais,region_estado,salario_minimo,salario_maximo,moneda_salario,periodo_salario,tipo_contrato,categoria,plataforma_origen,tipo_fuente_datos,enlace_oferta
"Senior Data Engineer, Analytics",CoreWeave,US,New York,44568.333333333336,65450.00000000001,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/4950574182?se=sO8XBfVb8BGlPpGK4j_S_A&utm_medium=api&utm_source=523818bf&v=EE5EA3A0F8D926EE7C66F2B6D4042AFE4F7239A9
The Lending Reporting VP,Bank of America,US,New York,27111.160266666666,27111.160266666666,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5234718058?utm_medium=api&utm_source=523818bf
"Lead Product Manager, Spend Products",Imprint,US,New York,49866.66666666667,56100.0,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5238326558?utm_medium=api&utm_source=523818bf
"Account Manager, Aquila",Association of National Advertisers,US,New York,23375.0,28050.0,PEN,Mensual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5269172532?utm_medium=api&utm_source=523818bf
"Senior Data Management Professional - Data Product Owner, Semantic Modeling - Company Financials",Bloomberg,US,New York,49662.976916666674,49662.976916666674,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5052449757?utm_medium=api&utm_source=523818bf
Elementary School Special Education Compliance and Billing Analyst,Seton Education Partners,US,New York,23823.26081666667,23823.26081666667,PEN,Mensual,,Teaching Jobs,Adzuna,API,https://www.adzuna.com/details/5120635974?utm_medium=api&utm_source=523818bf
Credit Model Development Quantitative Manager (Hybrid - see potential locations in description),M&T Bank,US,New York,45152.20655000001,45152.20655000001,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5280306551?utm_medium=api&utm_source=523818bf
Technical Onboarding Engineer,Sigma Computing,US,New York,38958.333333333336,46750.0,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5289792770?utm_medium=api&utm_source=523818bf
"Director, Data Science",Liberty Mutual Insurance,US,New York,44519.816183333336,44519.816183333336,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5216165189?utm_medium=api&utm_source=523818bf
Product Manager II - Account Takeover (ATO),Coinbase,US,New York,37482.9345,37482.9345,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5189500911?utm_medium=api&utm_source=523818bf
"Director, People Analytics (, NY, United States)",Figma,US,New York,56373.93630000001,56373.93630000001,PEN,Mensual,,HR & Recruitment Jobs,Adzuna,API,https://www.adzuna.com/details/5253026522?utm_medium=api&utm_source=523818bf
Audience Development Analyst Job at Complex in New York,Complex,US,New York,25846.49485,25846.49485,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5277491605?utm_medium=api&utm_source=523818bf
"Audience Development Analyst Job at Complex Media, Inc. in New York","Complex Media, Inc.",US,New York,25538.40611666667,25538.40611666667,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5277491250?utm_medium=api&utm_source=523818bf
"Principal PMT, Marketing Measurement and Performance Science (MAPS)",Jobleads-US,US,New York,41348.81043333334,41348.81043333334,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5260053515?utm_medium=api&utm_source=523818bf
"Principal PMT, Marketing Measurement and Performance Science (MAPS)",Amazon,US,New York,42590.38446666668,42590.38446666668,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5260048456?utm_medium=api&utm_source=523818bf
Senior Analyst Growth Analytics,Clover Health,US,New York,23375.0,28050.0,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5238480099?utm_medium=api&utm_source=523818bf
Audience Development Analyst,Complex,US,New York,29420.30171666667,29420.30171666667,PEN,Mensual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5277137789?utm_medium=api&utm_source=523818bf
"Manager, Product Management, Card Credit Innovation (CCI)",Capital One,US,New York,40030.61315,40030.61315,PEN,Mensual,part_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5213302875?utm_medium=api&utm_source=523818bf
Audience Development Analyst,,US,New York,27007.989250000002,27007.989250000002,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5273943930?utm_medium=api&utm_source=523818bf
"Analyst, HR Operations - Core HR",NBC Universal,US,New Jersey,12785.819566666667,12785.819566666667,PEN,Mensual,,HR & Recruitment Jobs,Adzuna,API,https://www.adzuna.com/details/5238964999?utm_medium=api&utm_source=523818bf
"Director, Global Digital Marketing Analytics",CBRE,US,New York,56706.95213333334,56706.95213333334,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5248792902?utm_medium=api&utm_source=523818bf
"Senior Data Engineer, Analytics",CoreWeave,US,New York,49622.45090000001,49622.45090000001,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5251463279?utm_medium=api&utm_source=523818bf
"Senior Designer, Growth",Dentsu,US,New York,26973.44411666667,26973.44411666667,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5287553660?utm_medium=api&utm_source=523818bf
Director / Vice President - Commercial Loan Sale Originations,Mission Capital Advisors,US,New York,57338.08648333334,57338.08648333334,PEN,Mensual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/4816802496?utm_medium=api&utm_source=523818bf
Data & AI Lead - BTS,EXL Service,US,New Jersey,71683.33333333334,81033.33333333334,PEN,Mensual,full_time,Sales Jobs,Adzuna,API,https://www.adzuna.com/details/5205813661?utm_medium=api&utm_source=523818bf
"CRM Data Warehouse Manager, BI & Analytics",NYU,US,New York,31582.856983333335,31582.856983333335,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5029947670?utm_medium=api&utm_source=523818bf
"Insights Analyst, Global Programs and Incentives",META,US,New York,43378.20923333334,43378.20923333334,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5254932435?utm_medium=api&utm_source=523818bf
"White & Case LLP is hiring: Specialist, Audio Visual Support in New York",White & Case LLP,US,New York,21095.716216666668,21095.716216666668,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5229361944?utm_medium=api&utm_source=523818bf
"Specialist, Audio Visual Support Job at White & Case LLP in New York",White & Case LLP,US,New York,19920.15941666667,19920.15941666667,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5227599410?utm_medium=api&utm_source=523818bf
WITHIN is hiring: Digital Media Strategist in New York,WITHIN,US,New York,23470.0521,23470.0521,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5290095332?utm_medium=api&utm_source=523818bf
Bloomberg is hiring: Senior Software Engineer - Data Journalism Engineers in New,Bloomberg,US,New York,45160.08548333334,45160.08548333334,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5275819083?utm_medium=api&utm_source=523818bf
Staff Data Engineer,NBC Universal,US,New Jersey,23286.15941666667,23286.15941666667,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5207629202?utm_medium=api&utm_source=523818bf
Senior Software Engineer - Data Journalism Engineers,Bloomberg,US,New York,44390.93266666666,44390.93266666666,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5271645927?utm_medium=api&utm_source=523818bf
Founding NYC Software Engineer (Senior/Staff),Equi,US,New York,46750.0,62333.33333333334,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5203420987?utm_medium=api&utm_source=523818bf
"Capital Markets Business Analyst, Business Management - New York",Moelis & Company Group LP,US,New York,23375.0,26491.666666666668,PEN,Mensual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5108249284?utm_medium=api&utm_source=523818bf
"Director of Product Design, Growth & Engagement - Remote",Included Health,US,New York,35094.32116666667,35094.32116666667,PEN,Mensual,full_time,HR & Recruitment Jobs,Adzuna,API,https://www.adzuna.com/details/5269656050?utm_medium=api&utm_source=523818bf
"Manager, Engineering (Media DevOps)",Human,US,New York,48308.333333333336,60775.0,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5157139090?utm_medium=api&utm_source=523818bf
Sr. Director Data Sciences,Early Warning Services,US,New York,74800.0,84150.0,PEN,Mensual,full_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5274618923?utm_medium=api&utm_source=523818bf
Engineering Intern,Allium,US,New York,20514.034016666665,20514.034016666665,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5222492912?utm_medium=api&utm_source=523818bf
Research Coordinator (Sell-Side Equity Research),Confidential Company,US,New York,24903.7624,24903.7624,PEN,Mensual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5288572178?utm_medium=api&utm_source=523818bf
Data Team Lead,IQVIA,US,New Jersey,38427.55565,38427.55565,PEN,Mensual,,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5047302942?utm_medium=api&utm_source=523818bf
Data Management Product Owner Associate,JPMorgan Chase,US,New Jersey,43613.6547,43613.6547,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5226918678?utm_medium=api&utm_source=523818bf
Data Team Lead,IQVIA,US,New York,39568.20266666667,39568.20266666667,PEN,Mensual,,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5048363953?utm_medium=api&utm_source=523818bf
Data Management Product Owner Associate,"JPMorgan Chase Bank, N.A.",US,New Jersey,40720.178766666664,40720.178766666664,PEN,Mensual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5275728091?utm_medium=api&utm_source=523818bf
"Manager, Product Management, AI/ML Platform Infrastructure",Capital One,US,New York,49368.0,56349.333333333336,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5283925189?utm_medium=api&utm_source=523818bf
"Manager, Product Manager Platform Enablement",Capital One,US,New York,52238.59648333334,52238.59648333334,PEN,Mensual,part_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5189517621?utm_medium=api&utm_source=523818bf
"Manager, Product Manager Direct Deposit and Transfers Mobile",Capital One,US,New York,42286.19780000001,42286.19780000001,PEN,Mensual,part_time,Engineering Jobs,Adzuna,API,https://www.adzuna.com/details/5189502816?utm_medium=api&utm_source=523818bf
"Senior Manager, Software Engineering",SentinelOne,US,New York,49777.6796,49777.6796,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5148493246?utm_medium=api&utm_source=523818bf
"Senior Analyst, Disney Tactical Opportunities",Disney,US,New York,28525.902533333337,28525.902533333337,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5285730300?utm_medium=api&utm_source=523818bf
PMO Analyst,Cushman & Wakefield,US,New Jersey,29308.145350000003,29308.145350000003,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5248822022?utm_medium=api&utm_source=523818bf
Bloomberg Intelligence U.S Municipal Fixed Income Strategist,Bloomberg,US,New York,37524.962750000006,37524.962750000006,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5256582553?utm_medium=api&utm_source=523818bf
PMO Analyst,Cushman & Wakefield,US,New York,26962.772650000003,26962.772650000003,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5248794171?utm_medium=api&utm_source=523818bf
Data Engineer I,CoreWeave,US,New York,42075.0,42075.0,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5288666624?se=TurVCPVb8BGlPpGK4j_S_A&utm_medium=api&utm_source=523818bf&v=F706D1EF0D266D39A0FA9C541EECA1A4A150F549
"Senior Analytics Manager, Finance",Brigit,US,New York,51425.0,59216.66666666667,PEN,Mensual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5262883951?utm_medium=api&utm_source=523818bf
Senior Lead Software Engineer-Platform Engineering AIML,JPMorgan Chase,US,New Jersey,60757.1976,60757.1976,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5138959651?utm_medium=api&utm_source=523818bf
AML Analyst / Fraud Analyst / AML Compliance Analyst,BCForward,US,New York,18151.466666666667,19448.0,PEN,Mensual,,"Energy, Oil & Gas Jobs",Adzuna,API,https://www.adzuna.com/details/5281073320?utm_medium=api&utm_source=523818bf
Senior Lead Software Engineer-Platform Engineering AIML,"JPMorgan Chase Bank, N.A.",US,New Jersey,56726.41883333334,56726.41883333334,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5285235527?utm_medium=api&utm_source=523818bf
Senior Data Management Professional - Data Product Owner - Data AI,Bloomberg,US,New York,47823.63868333333,47823.63868333333,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5267693070?utm_medium=api&utm_source=523818bf
Senior Social & Earned Media Intelligence Analyst,FleishmanHillard,US,New York,32098.973866666667,32098.973866666667,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5043376126?utm_medium=api&utm_source=523818bf
"Senior Analytics Manager, Finance",Brigit,US,New York,68665.16268333334,68665.16268333334,PEN,Mensual,,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5285374114?utm_medium=api&utm_source=523818bf
Senior Associate-Digital Product Management,American Express,US,New York,35760.327900000004,35760.327900000004,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5285554666?utm_medium=api&utm_source=523818bf
Business Operations Analyst,Charlie Health,US,New York,22751.666666666668,37400.0,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5203202591?utm_medium=api&utm_source=523818bf
"Senior Machine Learning Engineer, Trust & Safety",Match Group,US,New York,60153.21565,60153.21565,PEN,Mensual,full_time,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5288655846?utm_medium=api&utm_source=523818bf
Senior Data Team Lead,IQVIA,US,New Jersey,45210.204600000005,45210.204600000005,PEN,Mensual,,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5250712823?utm_medium=api&utm_source=523818bf
Senior Data Team Lead,IQVIA,US,New York,46552.18516666666,46552.18516666666,PEN,Mensual,,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5273552169?utm_medium=api&utm_source=523818bf
"Specialist, Audio Visual Support Job at White & Case LLP in New York",White & Case LLP,US,New York,23482.898999999998,23482.898999999998,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5253237347?utm_medium=api&utm_source=523818bf
Generalist Intern,Allium,US,New York,18320.620633333332,18320.620633333332,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5238751769?utm_medium=api&utm_source=523818bf
Product Engineer / Full Stack / Frontend Engineer,Allium,US,New York,33899.97398333334,33899.97398333334,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4924894249?utm_medium=api&utm_source=523818bf
Product Manager,Allium,US,New York,36903.471366666665,36903.471366666665,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5154014461?utm_medium=api&utm_source=523818bf
Insight Analyst - Marketing,Bally's Corporation,US,New Jersey,22502.408133333338,22502.408133333338,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5290352188?utm_medium=api&utm_source=523818bf
Retool Developer (Contract),January Digital,US,New York,30596.55976666667,30596.55976666667,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5235048715?utm_medium=api&utm_source=523818bf
"Senior Business Analyst, Business Information",dd's DISCOUNTS,US,New York,23315.294016666663,23315.294016666663,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4804434177?utm_medium=api&utm_source=523818bf
"Sr Analyst, Global Catalog Operations",Uber,US,New York,32851.6551,32851.6551,PEN,Mensual,,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5288033014?utm_medium=api&utm_source=523818bf
"Senior Analyst, Disney Tactical Opportunities",The Walt Disney Company,US,New York,33815.833333333336,45316.333333333336,PEN,Mensual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5288565118?utm_medium=api&utm_source=523818bf
Account Executive,Allium,US,New York,34464.27453333334,34464.27453333334,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4804503967?utm_medium=api&utm_source=523818bf
Account Executive (TradFi Segment),Allium,US,New York,56100.0,87266.66666666667,PEN,Mensual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5131970411?utm_medium=api&utm_source=523818bf
Manager Marketing Analytics-CNN Digital Products & Services,Warner Bros. Discovery,US,New York,33912.325333333334,33912.325333333334,PEN,Mensual,,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5258297601?utm_medium=api&utm_source=523818bf
